Date,Open,High,Low,Close,Adj Close,Volume
2000-05-23,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,500
2000-05-24,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-05-25,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-05-26,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-05-29,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-05-30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-05-31,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-01,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-02,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-05,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-08,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-09,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-12,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-15,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-16,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-19,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-20,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-21,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-22,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-23,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-26,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-27,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-28,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-29,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-06-30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-03,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-04,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-05,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-10,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-11,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-12,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-17,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-18,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-19,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-20,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-21,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-24,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-25,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-26,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-27,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-28,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-07-31,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-01,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-02,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-03,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-04,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-08,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-09,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-10,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-11,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-15,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-16,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-17,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-18,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-21,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-22,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-23,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-24,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-25,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-28,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-29,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-08-31,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-01,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-04,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-05,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-08,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-11,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-12,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-15,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-18,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-19,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-20,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-21,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-22,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-25,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-26,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-27,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-28,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-09-29,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-02,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-03,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-04,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-05,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-09,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-10,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-11,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-12,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-16,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-17,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-18,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-19,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-20,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-23,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-24,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-25,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-26,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-27,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-10-31,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-01,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-02,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-03,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-08,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-09,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-10,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-15,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-16,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-17,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-20,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-21,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-22,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-23,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-24,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-27,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-28,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-29,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-11-30,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-01,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-04,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-05,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-06,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-07,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-08,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-11,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-12,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-13,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
2000-12-14,7.230000019073486,7.230000019073486,7.230000019073486,7.230000019073486,1.6549983024597168,0
