Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-04,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-05,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-06,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-07,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-10,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-11,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-12,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-13,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-14,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-17,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-18,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-19,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-20,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-21,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-24,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-25,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-26,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-27,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-28,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-01-31,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-01,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-02,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-03,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-04,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-07,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-08,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-09,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-10,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-11,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-14,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-15,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-16,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-17,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-18,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-21,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-22,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-23,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-24,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-25,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-28,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-02-29,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-01,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-02,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-03,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-06,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-07,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-08,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-09,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-10,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-13,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-14,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-15,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-16,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-17,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-20,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-21,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-22,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-23,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-24,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-27,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-28,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-29,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-30,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-03-31,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-03,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-04,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-05,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-06,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-07,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-10,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-11,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-12,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-13,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-14,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-17,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-18,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-19,540.0,540.0,540.0,540.0,369.80731201171875,0
2000-04-20,323.0,323.0,323.0,323.0,221.19960021972656,620
